# from Ensembl Biomart
Associated_Gene_Name	Gene_Start	Gene_End
AC012314.25	54173854	54190480
CST7	24949230	24959928
SP7	53326575	53345315
GNLY	85685175	85698854
CCL24	75811665	75823356
CYYR1	26466209	26573284
HSPA2	64535905	64546173
NLGN4Y	14522638	14845650
FAM181B	82729941	82733864
SLC22A15	115976498	116070054
AC022210.1	84895085	84895221
MGAT1	180790541	180815652
AC012005.4	24196425	24206144
AC231657.1	49155242	49157351
RBM33	155644451	155781485
CKS2	89311198	89316703
DKKL1	49361783	49375116
RDH13	55077480	55096373
HYPK	43796142	43803043
RASGEF1C	180100791	180209153
C16orf54	29742463	29746006
ZBTB1	64503712	64533690
FOSL1	65892049	65900573
HLA-C	31258588	31261959
MED22	133338323	133348131
STARD8	68647666	68725842
SOSTDC1	16461481	16530580
SPATA31E1	87882826	87888899
GLP2R	9822206	9892102
PHLDB1	118606440	118658038
KRT34	41377650	41382403
ABCA4	93992835	94121132
PRAP1	133309410	133352683
TAS2R31	11030686	11031706
ZMYND19	137582079	137590490
GPR22	107470018	107475659
PRAMEF18	13222695	13226133
NT5C1A	39659121	39672038
ZBTB25	64449106	64505213
NUCB2	17208153	17349974
AC012314.17	54160649	54173691
VWA5A	124115362	124147721
RALB	120240064	120294713
RP11-347C12.3	30204316	30209071
FKBP1B	24049701	24063681
KIAA1462	30012800	30115494
KRTAP20-4	30620627	30620850
PEX26	18077920	18131138
FAM120AOS	93446494	93453592
PEX2	76980258	77001044
C2orf54	240886048	240896889
CATSPERB	91580696	91784366
ARL14	160677159	160678452
KRT31	41393724	41397592
AL354828.2	22664217	22675253
ARHGAP11A	32695437	32720246
HMCN1	185734551	186190949
HSD3B1	119507198	119515054
C20orf196	5750393	5863912
GAS6	113820549	113864067
ALOX5	45390239	45462182
GRIN2A	9753404	10182754
DDX39B	31530219	31542448
SEPT7	35800932	35907105
LPCAT4	34358618	34367278
KPTN	47475144	47484268
PMP22	15229777	15265326
DNAJB7	40859549	40862126
MED10	6371881	6378594
LILRA1	54573879	54602090
ABCF1	30561610	30587416
C4orf48	2041993	2043970
SURF4	133361449	133376166
BPIFB4	33079644	33111751
TRAM1L1	117083554	117085576
CLDN8	30214006	30216073
CDNF	14819250	14838575
AC011476.8	55052029	55070922
LAMB1	107923799	108003255
FASTK	151076593	151080866
CTGLF11P	46337224	46358714
AC104057.1	65554258	65555459
HBP1	107168961	107202529
DDX31	132592997	132670401
GDPGP1	90233808	90245811
AC017028.10	239161797	239162357
MBOAT7	54173854	54190480
TRIM6	5596109	5612958
AC008074.1	64552771	64592133
PDHB	58427630	58433857
SRGAP3	8980591	9363053
SLC12A7	1050378	1111210
SLC7A9	32830509	32869766
PPIG	169584340	169641406
VDAC3	42391624	42405897
NCR1	54911759	54918698
COQ7	19067599	19080095
KLHDC4	87696485	87765992
OR5M3	56469574	56470497
MAPK6	51952106	52067372
ARGFX	121570704	121586634
HIST1H4F	26240426	26240737
BOLA2B	30192934	30194306
AC011476.9	54684540	54709099
DEGS1	224175756	224193441
HOXA9	27162435	27175180
DEFB110	50009138	50021981
PHOSPHO1	49223362	49230766
TET2	105145875	105279816
TXN2	36467036	36482030
NCAPH2	50508216	50523472
MFSD1	158732198	158829719
AKAP5	64465499	64474503
KLK9	50996018	51009581
ALX1	85280107	85301784
SOX30	157625679	157671480
SCNN1D	1280436	1292029
LMF2	50502949	50507691
VSTM1	54040833	54063953
SOCS7	38152644	38206380
SMIM10	134990938	134992473
EXOSC2	130693721	130704894
HPR	72063224	72077246
LHFP	39342892	39603528
KLK9	51003111	51009634
ZFP64	52051663	52204308
SH3KBP1	19533975	19887601
TIMM8A	101345661	101349196
LRP11	149818798	149864026
C6orf25	31794876	31802992
AC009491.1	8710885	8745985
EPB41	28887091	29120046
UBA6	67612652	67701179
AC012314.9	54069947	54081380
TSSK4	24205697	24208362
BRIX1	34915376	34925996
HSPC047	102672879	102678856
PYCRL	143603913	143609773
RAC2	37225261	37244448
UBE2G1	4269259	4366628
SPC25	168834132	168913371
AC011476.17	54939296	54946235
PHGDH	119659798	119744215
DPH1	2030110	2043430
UHMK1	162497251	162529629
REPIN1	150368189	150374044
ZNF174	3401235	3409370
CIB1	90229975	90234047
C1orf56	151047740	151051986
CLEC4C	7729415	7751605
MOS	56112942	56113982
OCM	5879827	5886362
RWDD3	95234155	95247225
TMEM132A	60924463	60937159
FKBP1C	63211446	63213024
RAD9B	110501655	110532086
AP006285.2	1580492	1585989
NKX2-2	21511010	21514026
ADCY8	130780301	131042426
AC012314.31	54156127	54160192
RNASE10	20505537	20511169
SIDT2	117178733	117197445
DPF2	65333754	65353249
AC012314.1	54094681	54102740
HBEGF	140332843	140346631
XAGE1A	52495676	52500812
TGDS	94574051	94596257
SREK1IP1	64718144	64768685
COL3A1	188974320	189012746
SCUBE2	9020391	9138114
RC3H1	173931214	174022297
TMEM255A	120258650	120311556
NCR1	54836140	54846123
RAB3D	11322046	11346270
AC019206.1	69902350	69902709
ZFP3	5078248	5096374
RILPL2	123410683	123436717
ZNF45	43912629	43935278
THAP1	42836674	42843325
TMSB4Y	13703567	13706024
TBC1D31	123041968	123152153
OCLN	69492292	69558104
TAS2R19	10996904	11022608
NT5DC4	112721486	112742879
AC012314.33	54160649	54173691
DEFB106B	7474484	7478378
ARHGEF28	73626158	73941993
PRH1-PRR4	10845849	11167832
RP11-296A16.1	43772617	43799133
KRT9	41565841	41572058
ZNF248	37776526	37858106
MRPS21	150293720	150308979
PSMC5	63827152	63832026
FBXW9	12688053	12696643
TMEM186	8780384	8797648
AC011476.6	54970903	55006759
JKAMP	59484443	59505410
VWA7	31765590	31777294
LA16c-306E5.2	3365099	3479550
TRIB3	362835	397559
GOLGA6B	72654738	72666394
FAM110B	57994509	58204279
GREM1	32798311	32814964
NFKBID	35887653	35902303
AC130310.1	1580492	1585999
FP325331.1	47115838	47117217
OR5M8	56490435	56491370
RP11-1021N1.1	15480860	15600484
ZC3H12B	65366638	65507887
AC009977.1	19576009	19576182
AC064829.1	8549671	8748740
KIR2DS2	54738568	54752475
IGFBP5	216672105	216695525
RGCC	41457559	41470882
OTUD6A	70062491	70064179
AC011476.20	54973355	54992248
ELL3	43772600	43777543
HIST1H4G	26246681	26246977
UBIAD1	11273206	11296049
INADL	61742477	62163920
CTSO	155924118	155953917
BAG5	103556544	103562831
PCK2	24094053	24110598
AC015688.3	27623364	27640777
ZDHHC6	112424428	112446917
IP6K3	33721667	33746985
MFN2	11980181	12013514
SYF2	25222679	25232502
EIF4ENIF1	31436977	31496108
EML6	54723499	54972025
PHPT1	136848724	136851027
GTF2A1	81175452	81221377
PPM1D	60600183	60666280
AC009491.2	8695281	8743495
LRRC14B	191511	195353
NPIPA7	16467435	16482129
CLIC1	31712749	31721936
SEPT9	77292191	77292428
BIVM-ERCC5	102807354	102872398
ABCA10	69147214	69244846
KLK11	51022216	51028039
OR14K1	247738615	247739559
CIR1	174348022	174395715
OR6F1	247711829	247712755
RUFY1	179550558	179610026
RP1-37E16.12	37686414	37726503
PMF1	156212993	156240042
YPEL2	59331689	59401729
CTD-2561J22.3	21405159	21491266
LAIR2	54429706	54442942
ATAD2	123319850	123416350
RUNX1	34787801	36004667
ATP9B	79072883	79081755
HOXA10-HOXA9	27163535	27180013
ASCC1	72096032	72217134
CTD-2574D22.6	29817239	29830627
OR10X1	158578919	158579899
OR2L8	247948858	247949796
OR2T11	248626178	248627128
OR51F1	4768979	4769917
OR52R1	4803433	4804380
PAK7	9537389	9839041
OR51G1	4923374	4924339
BX072566.1	108007	139659
OR51B2	5323359	5324297
OR2AG1	6785038	6785988
MPV17L	15480860	15498390
OR10A6	7927718	7928662
OR4X2	48245104	48246015
OR4X1	48263861	48264778
MAGEB2	30215560	30220089
CETP	56961850	56983845
OR4C16	55572128	55573060
EHMT2	31946781	31964716
OR5D13	55773438	55774382
OR5L1	55811467	55812402
OR8K3	56318307	56319245
TSEN34	54190368	54194965
OR5R1	56417258	56418232
OTUD1	23439458	23442390
OR5AR1	56663686	56664618
CCR10	42678889	42683917
C2orf44	24029340	24049575
OR6Q1	58030953	58031906
GAB3	154675249	154751583
OR1S1	58214745	58215722
SRGAP2	206203345	206464443
MICA	31389818	31406373
BCL11B	99169287	99271524
OR8D2	124319262	124320197
TPST1	66205199	66420543
OR8B4	124423942	124424871
INTS2	61865367	61928016
OR5H6	98264285	98265262
GMPS	155870536	155944026
LHX3	136196250	136205109
ACTR6	100199122	100241865
AL645927.1	29440016	29440954
OR1B1	122628579	122629535
AC226007.1	32402558	32414973
PAPD7	6737544	6754945
AC009758.1	4367351	4368295
FBF1	75910723	75938149
MRPS22	139005806	139357223
ZSCAN32	3382081	3401065
OR12D2	29396700	29397623
TAP1	32884481	32893250
AC113404.1	76170093	76174331
AC009950.1	230176665	230221721
C12orf79	91986626	91993403
FKSG68	35898055	35898429
LRRC9	59919713	60063559
DST	56457987	56954628
DNAH1	52316319	52400491
AL008723.1	32191094	32191452
IPO7	9384622	9448126
RNMT	13726660	13764558
AC004853.1	143959971	143960924
AC011476.7	54972989	55008845
C12orf79	91986682	91993403
AC092718.1	81170740	81181213
SPP1	87975650	87983426
OR2S2	35957139	35958098
TMBIM4	66137960	66169896
C17orf100	6651914	6652270
C11orf71	114399960	114400331
CHD6	41402101	41618494
U51561.1	46915328	46915908
FANCA	89737549	89816657
AC008686.1	13780070	13790158
TRIP6	100867138	100873454
MTMR10	31092912	31142971
HIST1H3F	26250195	26250605
RANGAP1	41245611	41286251
SERPINA9	94462717	94479689
CENPL	173799550	173824720
CTSK	150796208	150808323
RBMY1B	21511338	21549094
PTPMT1	47565430	47573461
HIST1H2BH	26251651	26252031
GSX1	27792643	27794768
CES5A	55843031	55952925
SYBU	109573978	109691791
SFTA2	30931353	30932175
CFDP1	75293698	75433485
SF1	64764606	64778786
LRRC3B	26622806	26710776
DGCR6	18906028	18914238
LIMS1	108534355	108687246
CREB3L4	153967534	153974363
PDX1	27920020	27926231
AC008622.1	46792971	46793189
NOP14	2937933	2963385
STYK1	10618939	10674318
TBX19	168281040	168314426
SEPP1	42799880	42887392
BTNL9	181040225	181061523
PIEZO1	88715343	88785211
NOSTRIN	168786539	168865514
OR2B3	29086307	29087313
RNF32	156640281	156677130
HS3ST1	11393150	11429765
SHBG	7613946	7633383
PPA1	70202830	70233911
OR4A5	54706885	54707832
MAS1L	29486547	29487683
NCR1	54906121	54910036
TUBG2	42659305	42667006
OR2T1	248408227	248409336
DKFZp313A047	118025369	118029863
FAM229B	112087599	112102790
AC234582.1	155190050	155191339
SREBF1	17810399	17837002
SLC2A14	7812512	7891148
AL135842.1	152511791	152512783
PYDC1	31215962	31217359
SETD2	47016429	47163967
AL513523.2	153772371	153774079
RPH3AL	217541	419308
CLSTN3	7129698	7158945
TRIM72	31214021	31231537
F11R	160995211	161021348
CHD1L	147242641	147295766
AC243734.1	32181324	32319966
ADAM21	70452157	70459899
C2CD4B	62163535	62165283
POLG2	64477785	64497036
MAPT	46069784	46203150
TMEM67	93754844	93819234
BCAS1	53936777	54070594
AL645728.1	1579756	1580046
ADAM20	70522358	70535015
ARF4	57571363	57598220
DBF4B	44708608	44752264
ZBTB32	35704527	35717038
GOLGA8J	30233872	30247618
KDF1	26949562	26960406
ANKAR	189674290	189761193
CASZ1	10636604	10796650
CCDC159	11344684	11354944
UBR2	42564062	42693504
ZNF10	133130575	133159465
AP1M1	16197578	16245907
TRIO	14143702	14532128
ACP1	264140	278283
LLGL2	75525080	75575208
CFAP74	1921951	2003837
OR10A3	7938534	7939594
MTRNR2L3	57358442	57359980
RPUSD1	784974	788397
ZNF534	52429187	52452315
SCYL3	169849631	169894267
POC1A	52075253	52154690
OR52K2	4449295	4450361
AHNAK2	104937244	104978357
TSSK3	32351521	32364312
AC011476.14	54956665	54980661
CXCL8	73740506	73743716
MESP1	89748661	89751310
RHOV	40872214	40874289
CITED2	139371807	139374620
MAGEB3	30230436	30237492
IAH1	9473658	9496543
LIPG	49560699	49599182
ANKHD1-EIF4EBP3	140401908	140549569
MCCC2	70802600	70819771
PRDM13	99606730	99615578
ATG9B	151012209	151024499
RIC8B	106774595	106889316
OR4E2	21665083	21666024
AC011476.1	54850138	54857077
NAT9	74770547	74776367
BCAT1	24810022	24949459
DEFB123	31440519	31450257
CWC25	38601221	38626268
SLC11A2	50979401	51028566
ADARB2	1177318	1737476
DCAF8L2	27590382	27748821
RAE1	57351010	57379211
RAPGEF3	47734367	47771040
RGS7	240775514	241357230
RNF39	30148763	30154384
HORMAD1	150698060	150720888
AC253572.1	120723923	120793877
PLEKHM3	207828303	208025560
HERC2	28320122	28322152
ARL8A	202133404	202144743
BRCA1	43044295	43125483
FLOT1	30727709	30742733
HLA-DQA2	32781927	32787758
TSPAN7	38561370	38688920
PIK3C3	41955206	42087830
EPHA3	89107524	89482134
C17orf98	38635875	38642242
KIF3C	25926596	25982749
NBPF26	120805418	120841481
MAP1LC3B2	116548105	116576448
DEFB107A	7811720	7815716
LSM2	31779577	31789166
AC012314.36	54173854	54190480
PAPL	39083913	39111493
DPP8	65442463	65517704
CKAP2L	112736607	112764677
DDIAS	82899975	82958277
CNR2	23870526	23913362
AL162426.1	127742855	127743407
SUPT5H	39436156	39476670
FAN1	31055318	31094547
WISP3	112054072	112070969
PYROXD1	21437615	21471252
C21orf59	32592079	32612866
CYTH3	6161776	6272644
MN1	27748277	27801498
B3GALNT2	235449923	235504481
OR2J3	29111891	29112826
RTEL1	63657810	63696253
ASB17	75918873	75932431
REM1	31475293	31484905
MSH5	31730217	31751987
GOLGA6C	75258599	75270199
NEUROD6	31337461	31340894
LCN2	128149071	128153455
KIR3DL2	54895138	54911932
CRTC1	18683677	18782333
SLC1A1	4490444	4587469
AC012314.12	54040833	54063953
GPR15	98531899	98533150
NCAPD3	134150119	134225454
GOLGA6D	75258558	75295530
TAGLN2	159918107	159925732
GADD45G	89605013	89606555
RP11-51L5.7	62272487	62282915
RICTOR	38937919	39074408
ADAR	154582062	154627999
KXD1	18557762	18569387
SLMO2	59033145	59042909
TSFM	57782589	57808071
KRTAP20-2	30635236	30635619
NINJ1	93121489	93134288
CELF1	47465944	47565569
TRIM63	26051304	26068436
CT45A1	135713453	135723539
MAGEL2	23643544	23647841
ADCYAP1	904943	912172
DUSP21	44844004	44844888
CHST5	75528535	75535247
PPP1R11	30145206	30148830
KRTAP20-3	30642864	30643136
KLK6	50958631	50969673
SLC19A2	169463909	169486003
NYNRIN	24398786	24419288
GAREM	32124877	32470484
ZCCHC3	296968	300321
DARS2	173824503	173858546
LY6G5C	31664094	31671449
SMYD4	1779485	1830634
KRTAP21-3	30718525	30718777
SSBP4	18418864	18434562
CABP2	67518912	67523428
LAMTOR3	99878336	99894490
ZBTB7B	155002630	155018522
VPS52	33228191	33249968
RPP25L	34610486	34612104
GRM7	6770001	7741533
LY6G5B	31659349	31663777
AKAP4	50190768	50201013
OR2T35	248638287	248639258
ABCF1	30563598	30589402
IFNB1	21077105	21077963
DOCK5	25184723	25418082
OR2T27	248649931	248650884
AC243586.1	31152534	31312750
TFAM	58385022	58399221
FAM159B	64690308	64718090
KRTAP21-1	30754830	30755428
C12orf73	103950202	103965708
CHST9	26906481	27185317
PPP1R27	81833492	81835050
MSN	65588377	65741931
KCNB1	49363877	49482647
ZNF582	56375846	56393545
KIR3DL3	54724453	54736091
KRTAP21-2	30746794	30747233
TCF19	31203494	31209123
TCEB2	2771414	2777297
LELP1	153203443	153205120
DLX5	97020392	97025097
TMEM211	24935110	24946695
PRR9	153217584	153219317
NFIC	3359563	3469217
RPGRIP1	21287939	21351301
PDS5A	39822863	39977956
GAS7	9910609	10198551
KRT26	40766238	40772162
SEPN1	25800176	25818224
HACD1	17589032	17617377
WDR81	1716523	1738610
LAMTOR2	156054752	156058510
FAM69A	92832737	92961522
SPPL2C	45844835	45847072
CARHSP1	8852942	8869012
FLI1	128686535	128813267
C8orf59	85214076	85220421
GTF2H4	30986738	30992660
TPP1	6612763	6619461
PRKCB	23836001	24220611
USP22	20999593	21043760
HSPA4L	127781821	127840733
ZNF18	11977439	11997510
SEMA7A	74409289	74434467
IMPG2	101222546	101320560
SPIN2B	57118551	57121547
PBLD	68282660	68333049
SLPI	45252239	45254564
MAP2K2	4090321	4124129
CLIP4	29097705	29189643
CCDC153	119189638	119196769
TC2N	91783410	91840185
HR	22114415	22133384
HMMR	163460203	163491945
FAM160A1	151409216	151663632
RND2	43025241	43032036
TYMS	657604	673578
PLEKHB1	73646178	73662819
AVL9	32495426	32588721
CILP	65194758	65211488
KIR2DL1	54769765	54784000
DPCR1	30930561	30943780
MS4A8	60699574	60715811
GPANK1	31651454	31656514
KIAA1683	18257097	18274509
PDGFC	156760454	156971394
SEMG1	45206997	45209772
HYOU1	119044189	119057202
IFI16	158999968	159055155
ATP5EP2	27945206	27945590
AKAP6	32329273	32837681
CLLU1OS	92420094	92428148
SCFD1	30622112	30735812
RHOG	3826978	3840983
CT45A3	135759846	135768191
KIR3DL3	54732699	54744341
TRPM1	31001061	31161273
OR5AC2	98087173	98088102
PPAPDC1B	38263130	38269243
NEDD8	24216852	24232454
AC011476.5	54988322	55007215
SOX10	37970686	37987422
RORA	60488284	61229319
CDC26	113255835	113275589
FO082796.1	138281751	138294550
ODF3L1	75723977	75727688
DCST2	155018520	155033781
SYPL2	109466628	109482137
KCTD1	26454910	26657401
PTGIR	46620468	46625118
C6orf205	30973281	30979676
PMF1-BGLAP	156212982	156243332
GIT2	109929792	109996389
MOK	102224500	102305200
AC012314.37	54094681	54102740
IQGAP3	156525405	156572604
GPR37L1	202122858	202133592
FAM129C	17523301	17553839
ZNF346	177022696	177081189
CAV1	116524785	116561184
PLD4	104924816	104937790
ZNF578	52453576	52512154
TNP1	216859458	216860064
CENPK	65517766	65563171
ASB16	44170447	44179083
PDZD3	119185457	119190223
SNX2	122774996	122830108
NDN	23685400	23687330
GPD1	50103819	50111319
NUDT6	122888697	122922968
TLR7	12867083	12890380
ADAMTS12	33523535	33892192
CLEC12A	9951316	9995694
TUBA8	18110331	18146554
RPL5	92832025	92841924
AC012314.10	54040833	54063953
ACCN5	155836689	155866273
KDM1A	23019448	23083689
RNF19B	32936445	32964685
BRINP3	190097662	190478404
ZSCAN5A	56219670	56368383
PRR3	30547117	30553954
C7orf60	112819147	112939916
OR14I1	248681369	248682304
ADPGK	72751369	72785846
CHFR	132822187	132956304
RP11-77K12.1	75412684	75464706
TDO2	155854738	155920406
MLLT11	151057758	151068497
GPR4	45589764	45602208
FGF2	122826708	122898236
TMEM170A	75443054	75465497
LRP2	169127109	169362685
KCNQ2	63414903	63466150
APOPT1	103562962	103607523
TFAP2E	35573370	35595328
CHGB	5911430	5925361
RAB28	13361354	13484365
SOWAHD	119758613	119760164
HSP90B1	103930107	103953645
PLSCR5	146576555	146606216
ADGRA2	37784191	37844896
SYN3	32512552	33058372
SNRNP48	7590199	7611967
KIR2DL5B	54738570	54780816
SLC35A1	87470623	87512336
RBM48	92528773	92538005
C3orf84	49177632	49191858
AC011476.12	55046861	55071420
WFDC11	45648563	45670270
TTC29	146706638	146945882
SERTM1	36673912	36697839
ANKRD33B	10564330	10657816
RRAGD	89364636	89412270
SRPK3	153776412	153785732
LOR	153259700	153262122
OR2T7	248443651	248444577
CACNA1S	201039512	201112566
CEP135	55948871	56033363
XKR7	31968002	32003387
RRAD	66921679	66925644
AC004953.1	101635218	101638685
DDX3X	41333348	41364472
LCN6	136744011	136748528
ALAS1	52198086	52214327
GNG2	51826195	51979342
CD177	43353659	43363172
AC011476.3	54643934	54650873
AATF	36948875	37056871
GAN	81314952	81390884
FAM98A	33583658	33599382
LMBR1L	49096551	49110900
HMOX1	35380361	35394214
EBLN1	22208814	22210021
PRELID2	145471799	145835369
TMEM114	8537605	8590193
GHSR	172445133	172448456
AL138706.2	37020528	37020772
AC008759.1	9615561	9616905
TIE1	43300993	43323108
CRISPLD2	84819984	84920768
TARBP2	53500921	53506431
SLC22A2	160171061	160277638
AC011476.23	54703078	54738934
LAMA4	112108760	112254939
TEAD2	49340595	49362457
COL1A2	94394561	94431232
SPPL2C	45856453	45858690
CHCHD4	14112077	14124870
NANOGP8	35084193	35085110
AL158839.1	70363780	70366135
AKR1E2	4786629	4848062
AC012314.32	54173854	54190480
NID2	52004803	52069228
ALDH3A2	19648136	19677598
TUBB	30712452	30717677
BAGE5	11066501	11068089
AL365202.1	3452305	3453987
RAB3C	58582221	58859394
TRIM10	30141872	30150859
AL049872.1	92070230	92071042
ZNF70	23738678	23751092
ATP6V0E1	172983757	173035445
DEFB105B	7479647	7481569
CPXM2	123706207	123940267
MARVELD2	69415112	69444330
RABEP1	5282265	5385812
CAV2	116287380	116508541
EEPD1	36153149	36301543
AC011476.22	54942120	54966679
NIPBL	36876759	37066413
BLMH	30248195	30292056
PIGS	28553383	28571872
ZBTB17	15941869	15976132
PCSK7	117204337	117232525
ATRIP	48446710	48465655
OR5K2	98497604	98498663
KL	33016433	33066145
NEDD8-MDP1	24213955	24232352
VPS52	33250272	33272047
NCKAP1	182909115	183038858
GUSB	65960684	65982314
MYOM2	2045040	2165552
CD300LB	74521174	74531474
ZFAND2A	1152071	1160759
OLFM4	53028759	53052057
HP	72054592	72061055
MTMR1	150692971	150765103
KIR2DL2	54754722	54769049
GTPBP2	43605316	43629162
CD300C	74541108	74546143
NLRP2	54636119	54671975
DEFB124	31465506	31476757
HLA-DRA	32439842	32445046
RNF151	1966823	1968975
GYLTL1B	45921621	45929096
TCTE3	169740114	169751587
CELA3B	21977021	21998642
LY6G6E	31694505	31695981
KIR2DL1	54814475	54828769
ACBD5	27195214	27242130
PUM1	30931506	31065991
OR2H2	29587374	29588957
NOS3	150990995	151014588
RILP	1646145	1650077
STXBP5	147204425	147390476
DNAJC5B	66021560	66100526
NLRP7	54661303	54685299
VPS13C	61852389	62060473
EBF2	25841730	26045397
AP000349.2	23782283	23783958
SPRYD7	49912706	49936490
LILRA3	54294418	54306726
NAALADL2	174438573	175810552
AC011476.4	54972739	54991632
AC063956.1	70020979	70021229
NFASC	204828651	205022822
SEMA6D	47184101	47774223
HEL-S-75p	28526012	28534951
TFAP4	4257186	4273075
PLA2G10	14672545	14694669
PPL	4882507	4960741
CXXC5	139647299	139683882
SNTG2	950868	1367613
IL4	132673986	132682676
AL662796.1	32446915	32452117
INSM2	35534042	35537054
